-,repair_cost-,repair_time-parallel,repair_time-sequential
6043,309425.6939601033,99.86140236244113,269.4005318458611
6044,1570645.9815748606,438.5290496815916,1120.0790401993793
6045,334234.40625199344,107.95935258053957,257.861435757545
6046,554333.025760949,181.91338020882236,411.7382058146958
6047,21600000.0,12500.0,12500.0
6048,1951487.9852995623,584.3269194649021,1382.5251679616483
6049,913575.0355136904,263.2736536891522,670.4850444698461
6050,2141540.712853256,644.9920967497445,1514.7424099618033
6051,1539916.6331372727,425.57274437067395,1089.960656509343
6052,1045827.9129504317,305.67062897609793,770.3715172553223
6053,1816617.429248857,532.9096413034587,1282.022383493051
6054,2327485.04682949,679.4679041087145,1670.2194230335806
6055,642859.6192610803,246.2326750061459,500.65974311653446
6056,495974.4191556182,196.00252106543047,382.7713471720398
6057,2681079.4634462115,695.9191917287305,1962.3616185783426
6058,1707687.4334159417,533.1238655744453,1229.8906630912297
6059,3003741.052094343,851.8061360201855,2224.7215831350914
6060,723873.5307859291,237.05477462338555,556.8699041192284
6061,1531537.609966411,447.7557948373293,1112.7929486214232
6062,706211.6226838778,215.81288278487355,521.84941686266
6063,21600000.0,12500.0,12500.0
6064,21600000.0,12500.0,12500.0
6065,2725365.18610451,727.7678837794758,1982.389837953963
6066,2831514.3216177607,741.1181521740289,2068.964668628141
6067,514862.4760987317,153.66177243728976,404.1726259656611
6068,2593886.880126869,777.8106191206402,1892.315937591426
6069,21600000.0,12500.0,12500.0
6070,21600000.0,12500.0,12500.0
6071,1880001.5305610711,522.3607107001465,1357.2393776419945
6072,21600000.0,12500.0,12500.0
6073,2577190.8500875393,697.7281323899904,1868.6125480463934
6074,21600000.0,12500.0,12500.0
6075,686217.7619556991,223.59964083654395,514.0734125725616
6076,21600000.0,12500.0,12500.0
6077,2035369.450452043,622.9024104859974,1445.2363613338982
6078,432782.67773585446,130.3546295939201,334.48679039437314
6079,1411127.3823251736,474.6267597029954,994.4582122919035
6080,21600000.0,12500.0,12500.0
6081,1751518.209242647,524.6767623921824,1241.7747799401482
6082,2784926.2105294336,782.1213413122543,2044.3464879561768
6083,1084653.3727872248,301.85096365283806,725.4921435042801
6084,1406984.6693012172,365.02808713265586,998.2731175317067
6085,1723862.5337350594,469.1664929723786,1212.8141954016703
6086,2710849.011769127,687.5690928976258,1969.3651085989588
6087,900495.5752547446,351.7383696408699,640.3953677539395
6088,21600000.0,12500.0,12500.0
6089,487862.45714085264,172.78334046150093,386.5962919033484
6090,21600000.0,12500.0,12500.0
6091,1621861.6745910044,491.5206873880816,1164.6604791331488
6092,484276.56854642375,192.73410221463797,381.066813322427
6093,2279214.095569454,613.9766732033536,1628.2262704139
6094,275804.44126637996,113.05682877781256,235.72554143246313
6095,21600000.0,12500.0,12500.0
6096,2521527.682645306,756.0778612803072,1814.9764627937832
6097,1425032.541369851,401.3291572504975,1015.2070540133566
6098,569491.6741387629,187.55554302129724,450.46077632295516
6099,21600000.0,12500.0,12500.0
6100,1443840.5589097766,408.50026391123015,1028.983418687031
6101,723673.6751775724,256.9150508169535,524.1784146189252
6102,2537988.3332491303,708.946989813312,1847.3751119898538
6103,1581600.4576351778,391.7325734113862,1127.2875994792603
6104,2370508.333668322,680.3596584464768,1719.2808883226608
6105,1910463.1571317401,553.8737906931154,1353.504756214249
6106,573355.695198751,215.99693117560048,457.91005281228763
6107,2022943.0161931964,579.9067020084287,1450.2603219608227
6108,2004948.7461755117,484.85955171315203,1438.9723926227277
6109,262001.4028937487,79.04923832197711,225.61873450133496
6110,1873096.1603209944,551.2863862651244,1332.28398988198
6111,2174801.815451584,550.2375810913728,1556.347943645393
6112,769734.9516371678,221.00597748040641,545.8155066671552
6113,2305844.773288198,650.3836149949755,1653.7593610877254
6114,1879611.1353689602,481.3103953508079,1372.054225199023
6115,1605058.2217566303,436.40099765993347,1134.3657963119408
6116,2403800.047867729,726.3555902788031,1739.323144205835
6117,21600000.0,12500.0,12500.0
6118,521462.21436861856,198.24930765513218,402.6571704790768
6119,3104800.339675206,854.9097457725074,2305.6175801094355
6120,2297405.136234519,657.3530400169757,1663.4729457871092
6121,1163390.5887539345,349.59585466847665,863.451813445195
6122,1939713.7437906158,567.6292443367265,1357.5934802303768
6123,21600000.0,12500.0,12500.0
6124,2219898.419234684,670.6339715196033,1587.7018508661154
6125,866695.8808037592,260.629537555755,616.6801225436919
6126,2342871.4416839234,661.1318034425235,1684.1425031759275
6127,439573.3126175534,130.43298785564753,330.6106516512656
6128,1436250.677433323,482.8196414453791,1015.3192333891899
6129,584094.7216135622,219.15471738916156,431.19685222429473
6130,1860398.8753110792,578.403661069824,1321.6178192007048
6131,2416792.3035206306,641.6060251170959,1722.9712315530417
6132,2239129.3961031963,608.3289176220296,1608.6167245538918
6133,707628.2982630158,304.80499028866876,549.0880810919907
6134,600383.1678006061,166.88332098145275,462.7103283689495
6135,1687156.1699008632,480.5369987094329,1165.3504462240246
6136,521021.9062299954,222.28243893438562,407.00594477679823
6137,3124346.0588779217,882.968155451681,2330.2542824819957
6138,1064113.5285944534,326.5761385941111,781.0027567427113
6139,1637984.8176506197,568.7816373890591,1174.0377706137683
6140,640055.6901030899,187.46795042946877,463.6664105930357
6141,1297558.4676592834,357.204075053167,919.8019205797852
6142,21600000.0,12500.0,12500.0
6143,1528158.541445864,448.70622112763056,1103.2205958038223
6144,1756179.417841699,503.2447636325833,1241.813276319157
6145,931716.3105121106,350.2002098947691,684.8073051624099
6146,1477281.045021952,477.9588318337639,1068.1956738264537
6147,597855.3538410073,187.24472356182346,470.71973598592115
6148,21600000.0,12500.0,12500.0
6149,3094876.1482716254,871.0753377580468,2292.271685304061
6150,1768185.992996371,524.0273845721254,1234.982836342918
6151,1017089.7587409111,364.8364452060922,752.006165217288
6152,2703227.248562803,748.3234753912889,1985.8443159855026
6153,1901442.1912945595,546.3509456332416,1334.9451210552363
6154,3422487.0780038866,974.6757240466518,2574.9988699097466
6155,1873328.9921467814,517.866113274289,1301.3859208481501
6156,426898.7945697221,148.65404783973173,335.35247262174903
6157,21600000.0,12500.0,12500.0
6158,21600000.0,12500.0,12500.0
6159,1337991.7796173098,314.25827902255656,927.1314519282839
6160,1446226.3043945092,472.3180822302393,1023.7464213598058
6161,21600000.0,12500.0,12500.0
6162,2127574.312444906,618.9726345478464,1536.9885015427437
6163,1482580.1021953302,432.42358952487496,1061.3505979938234
6164,1241326.2111588425,427.86391279796646,879.0653962829869
6165,1684799.1105341068,491.80162513476205,1193.4016995701425
6166,670312.3478247926,222.34576753591355,501.51702527386055
6167,1137204.2699292682,374.65774165135656,824.5773561055437
6168,413499.50816445384,144.22270511264335,336.34171832596485
6169,732271.821435511,301.5866091330989,542.7828850802215
6170,1223273.4851816015,377.5013587129528,889.9430345378296
6171,21600000.0,12500.0,12500.0
6172,2267548.9829088426,641.4809456368384,1636.9178331877424
6173,2133366.61629492,608.9649011129217,1508.4388308637356
6174,21600000.0,12500.0,12500.0
6175,2254897.8001416037,603.5805415954112,1608.4743796924743
6176,21600000.0,12500.0,12500.0
6177,404021.7748430609,171.3872993753412,311.97199083364245
6178,3187758.169783179,854.7490063509824,2372.1676771164666
6179,487247.1983426257,200.85696677024904,390.9588268551566
6180,1510427.2184925545,466.4143128048872,1068.4737800994142
6181,1962599.7802291475,684.9107554476325,1424.3607925000788
6182,1222402.7331262962,371.89942162537915,857.5058917986406
6183,3113832.2141686496,836.8270409522707,2317.976111437925
6184,21600000.0,12500.0,12500.0
6185,598066.2044023275,205.59543498420933,446.9358462997084
6186,21600000.0,12500.0,12500.0
6187,21600000.0,12500.0,12500.0
6188,3087937.9023307213,891.471161861664,2276.8616724457875
6189,21600000.0,12500.0,12500.0
6190,418046.32354513643,155.15311389816833,318.0051828174386
6191,230397.1629780352,76.56675281772478,201.62771090360323
6192,2225693.599127879,614.2170840115876,1594.278435951029
6193,1637262.0618384902,545.8342502228055,1172.716010806554
6194,2363279.784821883,645.2622804108735,1679.9614787785677
6195,21600000.0,12500.0,12500.0
6196,925665.9169180845,276.0537281802748,655.5031595581913
6197,1320174.8993117781,448.12095618500086,943.717979667165
6198,2091029.6970027243,571.2275036565559,1481.4201594799365
6199,1893889.1097608795,489.42307897548073,1331.4031661882168
6200,2968682.2057230226,805.2856817928239,2195.895295246968
6201,1398762.9750684663,426.7021344263373,995.3449831563362
6202,21600000.0,12500.0,12500.0
6203,2468345.2284669615,695.5986354332197,1787.6841823934017
6204,2713551.276046849,752.8203638116407,1995.7440083613028
6205,2361506.431436828,678.1136508484461,1705.9892023757316
6206,256917.88794146152,113.80917074523998,222.23065421309883
