#,repair_cost-,repair_time-parallel,repair_time-sequential,collapse,irreparable
383,6577549.36878465,11699.489274246387,11699.489274246387,0.0,1.0
384,13288513.41827952,17372.513775703934,17372.513775703934,0.0,1.0
385,12797729.204609517,10457.642954128416,10457.642954128416,0.0,1.0
386,13641367.664950846,5549.7750848456235,5549.7750848456235,0.0,1.0
387,15675720.1490841,12948.640001365182,12948.640001365182,0.0,1.0
388,3343981.1508781803,911.966756437849,2607.740611779527,0.0,0.0
389,10911981.819212843,13859.870332123619,13859.870332123619,0.0,1.0
390,13043168.952010212,14661.624297173712,14661.624297173712,1.0,0.0
391,9858622.88917813,16482.62694429553,16482.62694429553,0.0,1.0
392,6003131.5771830985,17987.072251028774,17987.072251028774,1.0,0.0
393,15972778.641445503,41428.02882785422,41428.02882785422,1.0,0.0
394,18924756.64244292,26828.836176784273,26828.836176784273,1.0,0.0
395,11132468.243505117,14094.234135842555,14094.234135842555,0.0,1.0
396,10289159.0669686,13023.392110590834,13023.392110590834,1.0,0.0
397,8764136.195434019,13968.87905157386,13968.87905157386,0.0,1.0
398,13880779.77434797,11629.750845241804,11629.750845241804,0.0,1.0
399,11075729.869492184,17668.73688760031,17668.73688760031,0.0,1.0
400,11899795.780938802,9445.244310208238,9445.244310208238,0.0,1.0
401,7404017.458092874,9584.162912192673,9584.162912192673,0.0,1.0
